"","n.train","prediction.class","metric.type","dataset","value","min","max","sd","class.prop"
"495",32000,"ntmaj10rel","Balanced.Accuracy","Standard",0.844442135176761,0.828249859630984,0.865207702093301,0.00618791791217953,13.3865
"496",32000,"ntmaj10unknown","Balanced.Accuracy","Custom",0.503352706356633,0.499417780477926,0.517168114740819,0.00319586299371289,2.2628
"497",32000,"ntmaj10unknown","Balanced.Accuracy","Minimal",0.502768944344294,0.499266750948167,0.510122541340523,0.00263412563255282,2.2493
"498",32000,"ntmaj10unknown","Balanced.Accuracy","Standard",0.502864505761439,0.499216657401324,0.511664684972184,0.00256712590157947,2.2562
"499",32000,"Onethirdsupportgifts","Balanced.Accuracy","Custom",0.576042574540368,0.570237418508942,0.582650774106043,0.00280663777477164,101.8285
"500",32000,"Onethirdsupportgifts","Balanced.Accuracy","Minimal",0.576074195806532,0.568266922115935,0.583547749038185,0.00323855423429965,101.8484
"501",32000,"Onethirdsupportgifts","Balanced.Accuracy","Standard",0.576419575324507,0.570166670915322,0.582636957317604,0.0027381059348175,101.7402
"502",32000,"Onethirdsupportpublic","Balanced.Accuracy","Custom",0.574377922629844,0.565857640024623,0.581767868462985,0.00324555049263484,76.5755
"503",32000,"Onethirdsupportpublic","Balanced.Accuracy","Minimal",0.574244673462364,0.567286058559725,0.584243817507832,0.00343030306094243,76.5825
"504",32000,"Onethirdsupportpublic","Balanced.Accuracy","Standard",0.574590848121285,0.566357377255906,0.581105215368851,0.00311614893017688,76.5621
"505",32000,"Orgpurposeamateursports","Balanced.Accuracy","Custom",0.862015938239524,0.850817760509378,0.875335068314899,0.00554787863924905,14.6495
"506",32000,"Orgpurposeamateursports","Balanced.Accuracy","Minimal",0.861585474923317,0.847047634499137,0.874555822361864,0.00585876804695092,14.6309
"507",32000,"Orgpurposeamateursports","Balanced.Accuracy","Standard",0.86220838975587,0.848420249792382,0.877662426865608,0.00561267438783614,14.6754
"508",32000,"Orgpurposecharitable","Balanced.Accuracy","Custom",0.693815848933308,0.685443880170046,0.703805965771054,0.00396800916243432,157.0295
"509",32000,"Orgpurposecharitable","Balanced.Accuracy","Minimal",0.694572076190741,0.686118595283729,0.703775451204649,0.0035041362720534,156.9911
"510",32000,"Orgpurposecharitable","Balanced.Accuracy","Standard",0.694112527101924,0.685915049886876,0.703782139336312,0.00411228024866375,156.9602
"511",32000,"Orgpurposecrueltyprevention","Balanced.Accuracy","Custom",0.723134755297424,0.708318775168773,0.738134660758004,0.00597624695987013,11.7747
"512",32000,"Orgpurposecrueltyprevention","Balanced.Accuracy","Minimal",0.722330610047613,0.702561279711375,0.738259147629414,0.00696272968132466,11.7309
"513",32000,"Orgpurposecrueltyprevention","Balanced.Accuracy","Standard",0.722367713207244,0.703957314620897,0.738652732968657,0.00651455844051489,11.7423
"514",32000,"Orgpurposeeducational","Balanced.Accuracy","Custom",0.685273826952444,0.67795492438222,0.691559161932549,0.0027903908898511,98.1061
"515",32000,"Orgpurposeeducational","Balanced.Accuracy","Minimal",0.685208635984931,0.67808641645528,0.695038749473418,0.00301964252051861,98.0817
"516",32000,"Orgpurposeeducational","Balanced.Accuracy","Standard",0.685227927388449,0.675473152707559,0.695759232850699,0.00317330469651174,98.1354
"517",32000,"Orgpurposeliterary","Balanced.Accuracy","Custom",0.554558609112116,0.543121062778321,0.568563372281727,0.00494199964051975,9.8754
"518",32000,"Orgpurposeliterary","Balanced.Accuracy","Minimal",0.555989355214434,0.545104175729691,0.568652039369761,0.00494500534091136,9.894
"519",32000,"Orgpurposeliterary","Balanced.Accuracy","Standard",0.556187660055141,0.542739417863505,0.566326858025152,0.00494792941524609,9.8698
"520",32000,"Orgpurposepublicsafety","Balanced.Accuracy","Custom",0.503728090334952,0.499320378574305,0.518080298974201,0.00366292380357519,1.3943
"521",32000,"Orgpurposepublicsafety","Balanced.Accuracy","Minimal",0.504699339849336,0.499371100825116,0.513732004272589,0.00383017234729344,1.3903
"522",32000,"Orgpurposepublicsafety","Balanced.Accuracy","Standard",0.503827652289482,0.499370530768456,0.516076186548453,0.00319015446171225,1.4172
"523",32000,"Orgpurposereligious","Balanced.Accuracy","Custom",0.806162811916983,0.796160012316894,0.817809470524203,0.00450554662291712,24.1331
"524",32000,"Orgpurposereligious","Balanced.Accuracy","Minimal",0.805789224606102,0.793901357584222,0.818912704204116,0.00461273599477506,24.213
"525",32000,"Orgpurposereligious","Balanced.Accuracy","Standard",0.805768485443458,0.797271103739551,0.815040813042774,0.00424637522270867,24.1572
"526",32000,"Orgpurposescientific","Balanced.Accuracy","Custom",0.610565964389518,0.59566674976051,0.627238704871266,0.00635622058172648,10.913
"527",32000,"Orgpurposescientific","Balanced.Accuracy","Minimal",0.612160966885589,0.600261648653864,0.627305099986949,0.00599154732656918,10.9134
"528",32000,"Orgpurposescientific","Balanced.Accuracy","Standard",0.612202796492188,0.593406096552993,0.627019913690399,0.00607755829930613,10.9493
"529",36000,"Disasterreliefyes","Balanced.Accuracy","Custom",0.544613592483797,0.534857278303007,0.559168794877963,0.00490988358558718,10.0589
"530",36000,"Disasterreliefyes","Balanced.Accuracy","Minimal",0.544208153625358,0.533738125792798,0.558319761395104,0.00499404196269588,10.0934
"531",36000,"Disasterreliefyes","Balanced.Accuracy","Standard",0.544145960953144,0.530763282995704,0.556318192581242,0.00487900895750406,10.0309
"532",36000,"Donatefundsyes","Balanced.Accuracy","Custom",0.552608202345577,0.538892115648631,0.561212166439422,0.00388308001836234,35.0871
"533",36000,"Donatefundsyes","Balanced.Accuracy","Minimal",0.552615435044682,0.545711920215255,0.560700582912779,0.00324701293217033,35.0222
"534",36000,"Donatefundsyes","Balanced.Accuracy","Standard",0.552970984743849,0.541372003506734,0.565157179114122,0.00401816512128463,35.1582
"535",36000,"ntmaj10art","Balanced.Accuracy","Custom",0.837349592681252,0.826336692042521,0.850620919907846,0.00465368626498105,20.2398
"536",36000,"ntmaj10art","Balanced.Accuracy","Minimal",0.838164518532313,0.825622119962464,0.851700387760755,0.0050165330925635,20.2451
"537",36000,"ntmaj10art","Balanced.Accuracy","Standard",0.837958042680094,0.826890553795621,0.849809271186285,0.00516570147623069,20.3041
"538",36000,"ntmaj10edu","Balanced.Accuracy","Custom",0.785759752703446,0.773587290529375,0.793810062887317,0.00437571176577099,27.996
"539",36000,"ntmaj10edu","Balanced.Accuracy","Minimal",0.787338015185893,0.777710538833895,0.796595647503616,0.00410413935628714,27.9196
"540",36000,"ntmaj10edu","Balanced.Accuracy","Standard",0.786170865618061,0.773480278786086,0.795219291942877,0.00411931043399418,28.0154
"541",36000,"ntmaj10env","Balanced.Accuracy","Custom",0.883075248687199,0.870470915958049,0.898045089591773,0.00573407730979733,12.1606
"542",36000,"ntmaj10env","Balanced.Accuracy","Minimal",0.882715542074398,0.870758571529874,0.897248357931355,0.00614827668804462,12.201
"543",36000,"ntmaj10env","Balanced.Accuracy","Standard",0.883185317542011,0.87063703131873,0.90155560298001,0.00583333545530204,12.1547
"544",36000,"ntmaj10health","Balanced.Accuracy","Custom",0.785720821524866,0.771755463729989,0.801296781658048,0.00624225011252171,14.6756
"545",36000,"ntmaj10health","Balanced.Accuracy","Minimal",0.784352565538897,0.765976264230084,0.798403289326277,0.00674031003772469,14.6633
"546",36000,"ntmaj10health","Balanced.Accuracy","Standard",0.785050982214052,0.770166653637995,0.800441651298945,0.00623942727058351,14.728
"547",36000,"ntmaj10hserv","Balanced.Accuracy","Custom",0.779278583048123,0.771648170908039,0.785317054764083,0.00267598633283049,78.3647
"548",36000,"ntmaj10hserv","Balanced.Accuracy","Minimal",0.778788270648684,0.767694242997563,0.786278293913039,0.00287344436192774,78.3446
"549",36000,"ntmaj10hserv","Balanced.Accuracy","Standard",0.778936279620945,0.772523664070891,0.785726732475424,0.00286059772827699,78.2324
"550",36000,"ntmaj10int","Balanced.Accuracy","Custom",0.503397236359845,0.49939482576025,0.517680660404541,0.00332251205513452,1.8308
"551",36000,"ntmaj10int","Balanced.Accuracy","Minimal",0.502957618562075,0.499369292093446,0.511415389081131,0.00307957425398606,1.8262
"552",36000,"ntmaj10int","Balanced.Accuracy","Standard",0.50335913796194,0.499344030679181,0.516223320133458,0.00328175239491329,1.826
"553",36000,"ntmaj10mutual","Balanced.Accuracy","Custom",0.509389712484963,0.49959827257206,0.523458047609484,0.00570867361176512,0.9825
"554",36000,"ntmaj10mutual","Balanced.Accuracy","Minimal",0.509891044653319,0.499547988549043,0.52729672758303,0.00624714436466628,0.9847
"555",36000,"ntmaj10mutual","Balanced.Accuracy","Standard",0.510941515458763,0.499547965846308,0.537434250584703,0.00742287919754659,0.9878
"556",36000,"ntmaj10public","Balanced.Accuracy","Custom",0.680631162117028,0.667839796989202,0.689836241982089,0.00485135141081777,28.2243
"557",36000,"ntmaj10public","Balanced.Accuracy","Minimal",0.68213666630343,0.666584532263207,0.691047340807165,0.00463286383080031,28.1862
"558",36000,"ntmaj10public","Balanced.Accuracy","Standard",0.682870263241274,0.67014531041404,0.692028781402101,0.00470862493206534,28.1867
